time,HT
2006-03-13 06:00:00,4.08702169993101
2006-03-13 07:00:00,4.08670034650709
2006-03-13 08:00:00,4.08626194910568
2006-03-13 09:00:00,4.085896957001073
2006-03-13 10:00:00,4.085643782464309
2006-03-13 11:00:00,4.085650437234477
2006-03-13 12:00:00,4.085863476226329
2006-03-13 13:00:00,4.085966743117713
2006-03-13 14:00:00,4.085966743117713
2006-03-13 15:00:00,4.086008991362526
2006-03-13 16:00:00,4.086375742012006
2006-03-13 17:00:00,4.086375742012006
2006-03-13 18:00:00,4.086375742012006
2006-03-13 19:00:00,4.086375742012006
2006-03-13 20:00:00,4.086375742012006
2006-03-13 21:00:00,4.086375742012006
2006-03-13 22:00:00,4.086375742012006
2006-03-13 23:00:00,4.086375742012006
2006-03-14 00:00:00,4.086375742012006
2006-03-14 01:00:00,4.086375742012006
2006-03-14 02:00:00,4.086375742012006
2006-03-14 03:00:00,4.086375742012006
2006-03-14 04:00:00,4.086375742012006
2006-03-14 05:00:00,4.086375742012006
2006-03-14 06:00:00,4.086375742012006
2006-03-14 07:00:00,4.086375742012006
2006-03-14 08:00:00,4.086375742012006
2006-03-14 09:00:00,4.086375742012006
2006-03-14 10:00:00,4.086375742012006
2006-03-14 11:00:00,4.086375742012006
2006-03-14 12:00:00,4.086375742012006
2006-03-14 13:00:00,4.086375742012006
2006-03-14 14:00:00,4.086375742012006
2006-03-14 15:00:00,4.086375742012006
2006-03-14 16:00:00,4.086375742012006
2006-03-14 17:00:00,4.086375742012006
2006-03-14 18:00:00,4.086375742012006
2006-03-14 19:00:00,4.086375742012006
2006-03-14 20:00:00,4.086375742012006
2006-03-14 21:00:00,4.086375742012006
2006-03-14 22:00:00,4.086375742012006
2006-03-14 23:00:00,4.086375742012006
2006-03-15 00:00:00,4.086375742012006
2006-03-15 01:00:00,4.086375742012006
2006-03-15 02:00:00,4.086375742012006
2006-03-15 03:00:00,4.086375742012006
2006-03-15 04:00:00,4.086375742012006
2006-03-15 05:00:00,4.086375742012006
2006-03-15 06:00:00,4.086375742012006
2006-03-15 07:00:00,4.086375742012006
2006-03-15 08:00:00,4.086375742012006
2006-03-15 09:00:00,4.086375742012006
2006-03-15 10:00:00,4.086372440316017
2006-03-15 11:00:00,4.086404022969888
2006-03-15 12:00:00,4.0872202434256915
2006-03-15 13:00:00,4.087216572833002
2006-03-15 14:00:00,4.087216572833002
2006-03-15 15:00:00,4.086403654073187
2006-03-15 16:00:00,4.086375742012006
2006-03-15 17:00:00,4.086375742012006
2006-03-15 18:00:00,4.086180098221652
2006-03-15 19:00:00,4.086180098221652
2006-03-15 20:00:00,4.086180098221652
2006-03-15 21:00:00,4.0869930169814666
2006-03-15 22:00:00,4.087020929042649
2006-03-15 23:00:00,4.087020929042649
2006-03-16 00:00:00,4.087020929042649
2006-03-16 01:00:00,4.087216572833002
2006-03-16 02:00:00,4.087216572833002
2006-03-16 03:00:00,4.087216572833002
2006-03-16 04:00:00,4.0864003523772
2006-03-16 05:00:00,4.086407324665877
2006-03-16 06:00:00,4.086375742012006
2006-03-16 07:00:00,4.086375742012006
2006-03-16 08:00:00,4.086375742012006
2006-03-16 09:00:00,4.086375742012006
2006-03-16 10:00:00,4.086375742012006
2006-03-16 11:00:00,4.086375742012006
2006-03-16 12:00:00,4.086375742012006
2006-03-16 13:00:00,4.086375742012006
2006-03-16 14:00:00,4.086375742012006
2006-03-16 15:00:00,4.086375742012006
2006-03-16 16:00:00,4.086375742012006
2006-03-16 17:00:00,4.086375742012006
2006-03-16 18:00:00,4.086375742012006
2006-03-16 19:00:00,4.086375742012006
2006-03-16 20:00:00,4.086375742012006
2006-03-16 21:00:00,4.086375742012006
2006-03-16 22:00:00,4.086375742012006
2006-03-16 23:00:00,4.086375742012006
2006-03-17 00:00:00,4.086375742012006
2006-03-17 01:00:00,4.086375742012006
2006-03-17 02:00:00,4.086375742012006
2006-03-17 03:00:00,4.086375742012006
2006-03-17 04:00:00,4.086375742012006
2006-03-17 05:00:00,4.086375742012006
2006-03-17 06:00:00,4.086375742012006
2006-03-17 07:00:00,4.086375742012006
2006-03-17 08:00:00,4.086375742012006
2006-03-17 09:00:00,4.086375742012006
2006-03-17 10:00:00,4.086375742012006
2006-03-17 11:00:00,4.086375742012006
2006-03-17 12:00:00,4.086375742012006
2006-03-17 13:00:00,4.086375742012006
2006-03-17 14:00:00,4.086375742012006
2006-03-17 15:00:00,4.086375742012006
2006-03-17 16:00:00,4.086375742012006
2006-03-17 17:00:00,4.086375742012006
2006-03-17 18:00:00,4.086375742012006
2006-03-17 19:00:00,4.086375742012006
2006-03-17 20:00:00,4.086375742012006
2006-03-17 21:00:00,4.086375742012006
2006-03-17 22:00:00,4.086375742012006
2006-03-17 23:00:00,4.086375742012006
2006-03-18 00:00:00,4.086375742012006
2006-03-18 01:00:00,4.086375742012006
2006-03-18 02:00:00,4.086375742012006
2006-03-18 03:00:00,4.086375742012006
2006-03-18 04:00:00,4.086375742012006
2006-03-18 05:00:00,4.086375742012006
2006-03-18 06:00:00,4.086375742012006
2006-03-18 07:00:00,4.086375742012006
2006-03-18 08:00:00,4.086375742012006
2006-03-18 09:00:00,4.086375742012006
2006-03-18 10:00:00,4.086375742012006
2006-03-18 11:00:00,4.086375742012006
2006-03-18 12:00:00,4.086375742012006
2006-03-18 13:00:00,4.086375742012006
2006-03-18 14:00:00,4.086375742012006
2006-03-18 15:00:00,4.086375742012006
2006-03-18 16:00:00,4.086375742012006
2006-03-18 17:00:00,4.086375742012006
2006-03-18 18:00:00,4.086375742012006
2006-03-18 19:00:00,4.086375742012006
2006-03-18 20:00:00,4.086375742012006
2006-03-18 21:00:00,4.086375742012006
2006-03-18 22:00:00,4.086375742012006
2006-03-18 23:00:00,4.086375742012006
2006-03-19 00:00:00,4.086375742012006
2006-03-19 01:00:00,4.086375742012006
2006-03-19 02:00:00,4.086375742012006
2006-03-19 03:00:00,4.086375742012006
2006-03-19 04:00:00,4.086375742012006
2006-03-19 05:00:00,4.086375742012006
2006-03-19 06:00:00,4.086375742012006
2006-03-19 07:00:00,4.086375742012006
2006-03-19 08:00:00,4.086375742012006
2006-03-19 09:00:00,4.086375742012006
2006-03-19 10:00:00,4.086375742012006
2006-03-19 11:00:00,4.086375742012006
2006-03-19 12:00:00,4.086375742012006
2006-03-19 13:00:00,4.086375742012006
2006-03-19 14:00:00,4.086375742012006
2006-03-19 15:00:00,4.086375742012006
2006-03-19 16:00:00,4.086375742012006
2006-03-19 17:00:00,4.086375742012006
2006-03-19 18:00:00,4.086375742012006
2006-03-19 19:00:00,4.086375742012006
2006-03-19 20:00:00,4.086375742012006
2006-03-19 21:00:00,4.086375742012006
2006-03-19 22:00:00,4.086375742012006
2006-03-19 23:00:00,4.086375742012006
2006-03-20 00:00:00,4.086375742012006
2006-03-20 01:00:00,4.086375742012006
2006-03-20 02:00:00,4.086375742012006
2006-03-20 03:00:00,4.086375742012006
2006-03-20 04:00:00,4.086375742012006
2006-03-20 05:00:00,4.086375742012006
