OBS_TIME_LOC,HT,LONG,LAT,time
2005-12-08 06:00:00,1.79,153.4772,-28.5047,2005-12-08 06:00:00
2005-12-08 07:00:00,1.79,153.4772,-28.5047,2005-12-08 07:00:00
2005-12-08 08:00:00,1.79,153.4772,-28.50470000000001,2005-12-08 08:00:00
2005-12-08 09:00:00,1.7222222222222223,153.4772,-28.504700000000003,2005-12-08 09:00:00
2005-12-08 10:00:00,1.7222222222222223,153.4772,-28.504700000000003,2005-12-08 10:00:00
2005-12-08 11:00:00,1.7619999999999998,153.4772,-28.50470000000001,2005-12-08 11:00:00
2005-12-08 12:00:00,1.8,153.4772,-28.50470000000001,2005-12-08 12:00:00
2005-12-08 13:00:00,1.8688888888888888,153.4772,-28.504700000000003,2005-12-08 13:00:00
2005-12-08 14:00:00,1.9328571428571424,153.4772,-28.5047,2005-12-08 14:00:00
2005-12-08 15:00:00,1.984,153.4772,-28.5047,2005-12-08 15:00:00
2005-12-08 16:00:00,2.0249999999999995,153.4772,-28.50470000000001,2005-12-08 16:00:00
2005-12-08 17:00:00,2.0249999999999995,153.47719999999995,-28.50470000000001,2005-12-08 17:00:00
2005-12-08 18:00:00,2.0249999999999995,153.4772,-28.50470000000001,2005-12-08 18:00:00
2005-12-08 19:00:00,1.9494117647058824,153.4772,-28.5047,2005-12-08 19:00:00
2005-12-08 20:00:00,1.815,153.4772,-28.5047,2005-12-08 20:00:00
2005-12-08 21:00:00,1.765,153.4772,-28.5047,2005-12-08 21:00:00
2005-12-08 22:00:00,1.765,153.4772,-28.5047,2005-12-08 22:00:00
2005-12-08 23:00:00,1.765,153.4772,-28.5047,2005-12-08 23:00:00
2005-12-09 00:00:00,1.765,153.4772,-28.5047,2005-12-09 00:00:00
